time,building,meter,avgVoltage,currentA,currentB,currentC,powerA,powerB,powerC
2022-08-10 19:55:00,NSU,NSU01,12210.509143151216,84.0,86.22222222222223,86.55555555555556,,,
2022-08-10 20:00:00,NSU,NSU01,12212.228363952801,83.8,85.8,86.06666666666666,,,
2022-08-10 20:05:00,NSU,NSU01,12207.494091745446,84.46666666666667,87.0,86.86666666666666,,,
2022-08-10 20:10:00,NSU,NSU01,12202.999007506753,84.85714285714286,87.64285714285714,87.35714285714286,,,
2022-08-10 20:15:00,NSU,NSU01,12200.469663470305,86.25,89.16666666666667,89.08333333333333,,,
2022-08-10 20:20:00,NSU,NSU01,12193.307770845358,92.21428571428572,95.57142857142856,95.07142857142856,,,
2022-08-10 20:25:00,NSU,NSU01,12192.172103832338,100.3846153846154,103.46153846153848,102.76923076923076,,,
2022-08-10 20:30:00,NSU,NSU01,12193.3490101503,102.5,105.64285714285714,104.78571428571428,,,
2022-08-10 20:35:00,NSU,NSU01,12190.351229906433,103.6923076923077,106.76923076923076,106.46153846153848,,,
2022-08-10 20:40:00,NSU,NSU01,12188.63398295192,103.06666666666666,106.46666666666668,105.8,,,
2022-08-10 20:45:00,NSU,NSU01,12189.018883131377,102.0,105.21428571428572,104.5,,,
2022-08-10 20:50:00,NSU,NSU01,12186.33832831014,100.35714285714286,103.57142857142856,103.35714285714286,,,
2022-08-10 20:55:00,NSU,NSU01,12193.329765141327,99.4,102.4,101.86666666666666,,,
2022-08-10 21:00:00,NSU,NSU01,12202.33917862768,99.28571428571428,102.57142857142856,101.57142857142856,,,
2022-08-10 21:05:00,NSU,NSU01,12206.161744970392,97.84615384615384,101.3076923076923,100.15384615384616,,,
2022-08-10 21:10:00,NSU,NSU01,12209.847904381371,96.23076923076924,99.46153846153848,99.07692307692308,,,
2022-08-10 21:15:00,NSU,NSU01,12205.136578146257,95.0,98.83333333333331,98.08333333333331,,,
2022-08-10 21:20:00,NSU,NSU01,12206.916741476258,91.07692307692308,94.3076923076923,93.92307692307692,,,
2022-08-10 21:25:00,NSU,NSU01,12210.03443292988,78.73333333333333,81.8,81.93333333333334,,,
2022-08-10 21:30:00,NSU,NSU01,12208.854988808536,76.92857142857143,79.85714285714286,80.92857142857143,,,
2022-08-10 21:35:00,NSU,NSU01,12204.118813248644,77.23076923076923,80.07692307692308,80.38461538461539,,,
2022-08-10 21:40:00,NSU,NSU01,12206.161744970394,77.53846153846153,80.15384615384616,80.53846153846153,,,
2022-08-10 21:45:00,NSU,NSU01,12199.588834213466,78.6923076923077,81.46153846153847,81.38461538461539,,,
2022-08-10 21:50:00,NSU,NSU01,12193.720163894779,80.78571428571429,83.78571428571429,83.5,,,
2022-08-10 21:55:00,NSU,NSU01,12202.519997118583,84.53846153846153,87.53846153846153,86.76923076923077,,,
2022-08-10 22:00:00,NSU,NSU01,12197.057375340866,84.07692307692308,86.76923076923077,86.61538461538461,,,
2022-08-10 22:05:00,NSU,NSU01,12197.717627187169,83.33333333333333,85.53333333333333,86.06666666666666,,,
2022-08-10 22:10:00,NSU,NSU01,12208.813749503593,81.57142857142857,83.92857142857143,84.57142857142857,,,
2022-08-10 22:15:00,NSU,NSU01,12198.875077012544,83.92857142857143,85.78571428571429,86.35714285714286,,,
2022-08-10 22:20:00,NSU,NSU01,12195.458559210801,82.61538461538461,85.15384615384616,85.0,,,
2022-08-10 22:25:00,NSU,NSU01,12202.957768201815,83.35714285714286,85.78571428571429,85.71428571428571,,,
2022-08-10 22:30:00,NSU,NSU01,12212.651754150207,83.8,86.53333333333333,86.26666666666667,,,
2022-08-10 22:35:00,NSU,NSU01,12217.638960761205,84.42857142857143,86.85714285714286,87.07142857142857,,,
2022-08-10 22:40:00,NSU,NSU01,12224.622149731407,84.33333333333333,86.46666666666667,86.86666666666666,,,
2022-08-10 22:45:00,NSU,NSU01,12227.041522288011,83.92857142857143,85.78571428571429,86.85714285714286,,,
2022-08-10 22:50:00,NSU,NSU01,12220.64943002198,82.92857142857143,84.92857142857143,85.92857142857143,,,
2022-08-10 22:55:00,NSU,NSU01,12233.999717740062,82.45454545454545,84.72727272727273,84.81818181818181,,,
2022-08-10 23:00:00,NSU,NSU01,12231.121041223054,82.92307692307692,84.53846153846153,85.46153846153847,,,
2022-08-10 23:05:00,NSU,NSU01,12238.671006281686,82.92307692307692,84.6923076923077,85.38461538461539,,,
2022-08-10 23:10:00,NSU,NSU01,12239.603649024224,82.38461538461539,84.15384615384616,84.53846153846153,,,
2022-08-10 23:15:00,NSU,NSU01,12224.196010247004,82.35714285714286,84.21428571428571,84.57142857142857,,,
2022-08-10 23:20:00,NSU,NSU01,12226.29921479905,82.0,83.64285714285714,84.64285714285714,,,
2022-08-10 23:25:00,NSU,NSU01,12228.767228587127,81.6923076923077,84.15384615384616,84.0,,,
2022-08-10 23:30:00,NSU,NSU01,12238.715417840856,82.53846153846153,85.38461538461539,85.3076923076923,,,
2022-08-10 23:35:00,NSU,NSU01,12239.0174164432,82.33333333333333,84.33333333333333,84.6,,,
2022-08-10 23:40:00,NSU,NSU01,12240.314233970917,82.46153846153847,85.07692307692308,84.6923076923077,,,
2022-08-10 23:45:00,NSU,NSU01,12243.200985316867,82.61538461538461,84.76923076923077,84.6923076923077,,,
2022-08-10 23:50:00,NSU,NSU01,12260.34088638527,83.13333333333334,85.2,85.06666666666666,,,
2022-08-10 23:55:00,NSU,NSU01,12265.652508861815,82.93333333333334,84.53333333333333,84.73333333333333,,,
