time,building,meter,avgVoltage,currentA,currentB,currentC,powerA,powerB,powerC
2022-08-17 09:35:00,NAG,NAG02,,,,,(6.571428571428571-5.285714285714286j),(8.071428571428571-5.428571428571429j),(8.142857142857142-6.071428571428571j)
2022-08-17 09:40:00,NAG,NAG02,,,,,(5.928571428571429-5j),(8-5j),(7.928571428571429-6j)
2022-08-17 09:45:00,NAG,NAG02,,,,,(6.266666666666667-5.266666666666667j),(8.4-5.333333333333333j),(8.333333333333334-6.333333333333333j)
2022-08-17 09:50:00,NAG,NAG02,,,,,(6.8-5.066666666666666j),(8.733333333333333-5.266666666666667j),(8.2-6.2j)
2022-08-17 09:55:00,NAG,NAG02,,,,,(6.666666666666667-5j),(8.133333333333333-5j),(8-5.933333333333334j)
2022-08-17 10:00:00,NAG,NAG02,,,,,(7.333333333333333-5.166666666666667j),(8.916666666666666-5.416666666666667j),(8.5-6.166666666666667j)
2022-08-17 10:05:00,NAG,NAG02,,,,,(6.714285714285714-5.285714285714286j),(8.5-5.357142857142857j),(8.357142857142858-6.285714285714286j)
2022-08-17 10:10:00,NAG,NAG02,,,,,(6-5j),(8-5j),(8-6j)
2022-08-17 10:15:00,NAG,NAG02,,,,,(6.230769230769231-5.153846153846154j),(8.153846153846153-5.307692307692308j),(7.923076923076923-6.153846153846154j)
2022-08-17 10:20:00,NAG,NAG02,,,,,(6.571428571428571-5.214285714285714j),(8.357142857142858-5.357142857142857j),(8-6.357142857142857j)
2022-08-17 10:25:00,NAG,NAG02,,,,,(6-5j),(8.090909090909092-5j),(7.727272727272727-6j)
2022-08-17 10:30:00,NAG,NAG02,,,,,(6.6923076923076925-5.230769230769231j),(8.538461538461538-5.384615384615385j),(8.23076923076923-6.153846153846154j)
2022-08-17 10:35:00,NAG,NAG02,,,,,(7.090909090909091-5.2727272727272725j),(8.727272727272727-5.2727272727272725j),(8.363636363636363-6.2727272727272725j)
2022-08-17 10:40:00,NAG,NAG02,,,,,(6-5.111111111111111j),(8-5j),(8-6j)
2022-08-17 10:45:00,NAG,NAG02,,,,,(6.6-5.266666666666667j),(8.266666666666667-5.266666666666667j),(8.266666666666667-6.2j)
2022-08-17 10:50:00,NAG,NAG02,,,,,(6.555555555555555-5.222222222222222j),(8.444444444444445-5.333333333333333j),(8.333333333333334-6j)
2022-08-17 10:55:00,NAG,NAG02,,,,,(5.785714285714286-4.642857142857143j),(7.642857142857143-4.642857142857143j),(7.428571428571429-5.642857142857143j)
2022-08-17 11:00:00,NAG,NAG02,,,,,(11.818181818181818-6.909090909090909j),(13.636363636363637-7.272727272727272j),(12.727272727272728-8.090909090909092j)
2022-08-17 11:05:00,NAG,NAG02,,,,,(24.571428571428573-11.857142857142858j),(27.142857142857142-12.714285714285714j),(25.5-13.571428571428571j)
2022-08-17 11:10:00,NAG,NAG02,,,,,(25.58333333333333-14.416666666666666j),(28.916666666666668-15.583333333333334j),(26.5-16.583333333333332j)
2022-08-17 11:15:00,NAG,NAG02,,,,,(25.75-14.333333333333334j),(28.75-15.5j),(26.666666666666668-16.333333333333332j)
2022-08-17 11:20:00,NAG,NAG02,,,,,(30.692307692307693-16.153846153846153j),(34.07692307692308-17.615384615384617j),(31.615384615384617-18.53846153846154j)
2022-08-17 11:25:00,NAG,NAG02,,,,,(60.63636363636363-26j),(65.27272727272727-30j),(61.54545454545455-30.454545454545453j)
2022-08-17 11:30:00,NAG,NAG02,,,,,(70.3076923076923-35.84615384615385j),(75.23076923076923-39.84615384615385j),(71-40.61538461538461j)
2022-08-17 11:35:00,NAG,NAG02,,,,,(113.6-49.66666666666666j),(119.06666666666666-53.86666666666667j),(114.73333333333332-54.266666666666666j)
2022-08-17 11:40:00,NAG,NAG02,,,,,(107.2-48.46666666666667j),(111.93333333333334-52.6j),(108.26666666666668-53.06666666666667j)
2022-08-17 11:45:00,NAG,NAG02,,,,,(104.0909090909091-48.72727272727273j),(109.27272727272728-52.27272727272727j),(105.63636363636364-52.90909090909091j)
2022-08-17 11:50:00,NAG,NAG02,,,,,(106.6-49.93333333333333j),(111.66666666666669-54.13333333333333j),(107.66666666666669-54.333333333333336j)
2022-08-17 11:55:00,NAG,NAG02,,,,,(103.53846153846152-49.53846153846154j),(108.6153846153846-53.15384615384615j),(105.07692307692308-54.23076923076923j)
2022-08-17 12:00:00,NAG,NAG02,,,,,(102.85714285714286-48.85714285714285j),(108-52.642857142857146j),(104.07142857142856-53.57142857142857j)
2022-08-17 12:05:00,NAG,NAG02,,,,,(101-48.66666666666666j),(106.06666666666666-52.266666666666666j),(102.4-53.333333333333336j)
2022-08-17 12:10:00,NAG,NAG02,,,,,(94.46153846153848-47.15384615384615j),(99-50.61538461538461j),(96.07692307692308-51.30769230769231j)
2022-08-17 12:15:00,NAG,NAG02,,,,,(98.1818181818182-46.45454545454545j),(102.54545454545456-50.18181818181818j),(99.54545454545456-50.45454545454545j)
2022-08-17 12:20:00,NAG,NAG02,,,,,(98-46.72727272727273j),(102.0909090909091-49.63636363636363j),(99.54545454545456-50.09090909090909j)
2022-08-17 12:25:00,NAG,NAG02,,,,,(97.16666666666669-46.333333333333336j),(101.25-49.333333333333336j),(98.66666666666669-49.5j)
2022-08-17 12:30:00,NAG,NAG02,,,,,(96.66666666666669-46j),(100.66666666666669-49.11111111111112j),(98-49.333333333333336j)
2022-08-17 12:35:00,NAG,NAG02,,,,,(89.41666666666667-46.41666666666666j),(93.75-49j),(91.41666666666669-49.833333333333336j)
2022-08-17 12:40:00,NAG,NAG02,,,,,(89.63636363636364-46.36363636363637j),(93.72727272727272-49.27272727272727j),(91.63636363636364-50j)
2022-08-17 12:45:00,NAG,NAG02,,,,,(92.54545454545456-45.54545454545455j),(96.63636363636364-48.72727272727273j),(93.8181818181818-49.36363636363637j)
2022-08-17 12:50:00,NAG,NAG02,,,,,(97.36363636363636-46.09090909090909j),(101.27272727272728-49.09090909090909j),(98.8181818181818-49.36363636363637j)
2022-08-17 12:55:00,NAG,NAG02,,,,,(89.91666666666667-42.583333333333336j),(94.08333333333331-45.5j),(91.25-45.833333333333336j)
