time,building,meter,avgVoltage,currentA,currentB,currentC,powerA,powerB,powerC
2022-08-10 19:55:00,NSU,NSU09,12312.235053080933,0.0,0.0,0.0,,,
2022-08-10 20:00:00,NSU,NSU09,12314.303891545527,0.0,0.0,0.0,,,
2022-08-10 20:05:00,NSU,NSU09,12309.107739122821,0.0,0.0,0.0,,,
2022-08-10 20:10:00,NSU,NSU09,12304.373466915466,0.0,0.0,0.0,,,
2022-08-10 20:15:00,NSU,NSU09,12302.487456036111,0.0,0.0,0.0,,,
2022-08-10 20:20:00,NSU,NSU09,12293.172871693188,0.0,0.0,0.0,,,
2022-08-10 20:25:00,NSU,NSU09,12293.71173194443,0.0,0.0,0.0,,,
2022-08-10 20:30:00,NSU,NSU09,12294.443042285404,0.0,0.0,0.0,,,
2022-08-10 20:35:00,NSU,NSU09,12292.172131226589,0.0,0.0,0.0,,,
2022-08-10 20:40:00,NSU,NSU09,12290.824980598481,0.0,0.0,0.0,,,
2022-08-10 20:45:00,NSU,NSU09,12288.823499665294,0.0,0.0,0.0,,,
2022-08-10 20:50:00,NSU,NSU09,12288.438599485833,0.0,0.0,0.0,,,
2022-08-10 20:55:00,NSU,NSU09,12294.981902536647,0.0,0.0,0.0,,,
2022-08-10 21:00:00,NSU,NSU09,12304.873837148762,0.0,0.0,0.0,,,
2022-08-10 21:05:00,NSU,NSU09,12308.838308997198,0.0,0.0,0.0,,,
2022-08-10 21:10:00,NSU,NSU09,12311.532610253416,0.0,0.0,0.0,,,
2022-08-10 21:15:00,NSU,NSU09,12305.066287238493,0.0,0.0,0.0,,,
2022-08-10 21:20:00,NSU,NSU09,12311.10922005601,0.0,0.0,0.0,,,
2022-08-10 21:25:00,NSU,NSU09,12312.225430576445,0.0,0.0,0.0,,,
2022-08-10 21:30:00,NSU,NSU09,12310.685829858605,0.0,0.0,0.0,,,
2022-08-10 21:35:00,NSU,NSU09,12305.220247310277,0.0,0.0,0.0,,,
2022-08-10 21:40:00,NSU,NSU09,12308.953779051037,0.0,0.0,0.0,,,
2022-08-10 21:45:00,NSU,NSU09,12298.984864403028,0.0,0.0,0.0,,,
2022-08-10 21:50:00,NSU,NSU09,12295.289822680215,0.0,0.0,0.0,,,
2022-08-10 21:55:00,NSU,NSU09,12305.528167453847,0.0,0.0,0.0,,,
2022-08-10 22:00:00,NSU,NSU09,12298.830904331246,0.0,0.0,0.0,,,
2022-08-10 22:05:00,NSU,NSU09,12300.870875282382,0.0,0.0,0.0,,,
2022-08-10 22:10:00,NSU,NSU09,12308.64585890747,0.0,0.0,0.0,,,
2022-08-10 22:15:00,NSU,NSU09,12300.062584905516,0.0,0.0,0.0,,,
2022-08-10 22:20:00,NSU,NSU09,12298.946374385083,0.0,0.0,0.0,,,
2022-08-10 22:25:00,NSU,NSU09,12304.450446951358,0.0,0.0,0.0,,,
2022-08-10 22:30:00,NSU,NSU09,12312.995230935365,0.0,0.0,0.0,,,
2022-08-10 22:35:00,NSU,NSU09,12319.846454129747,0.0,0.0,0.0,,,
2022-08-10 22:40:00,NSU,NSU09,12325.966366983159,0.0,0.0,0.0,,,
2022-08-10 22:45:00,NSU,NSU09,12328.737648275268,0.0,0.0,0.0,,,
2022-08-10 22:50:00,NSU,NSU09,12323.579985870507,0.0,0.0,0.0,,,
2022-08-10 22:55:00,NSU,NSU09,12332.971550249325,0.0,0.0,0.0,,,
2022-08-10 23:00:00,NSU,NSU09,12333.702860590298,0.0,0.0,0.0,,,
2022-08-10 23:05:00,NSU,NSU09,12339.553343318086,0.0,0.0,0.0,,,
2022-08-10 23:10:00,NSU,NSU09,12339.938243497547,0.0,0.0,0.0,,,
2022-08-10 23:15:00,NSU,NSU09,12328.583688203486,0.0,0.0,0.0,,,
2022-08-10 23:20:00,NSU,NSU09,12327.428987665106,0.0,0.0,0.0,,,
2022-08-10 23:25:00,NSU,NSU09,12330.23875897516,0.0,0.0,0.0,,,
2022-08-10 23:30:00,NSU,NSU09,12339.12995312068,0.0,0.0,0.0,,,
2022-08-10 23:35:00,NSU,NSU09,12339.861263461655,0.0,0.0,0.0,,,
2022-08-10 23:40:00,NSU,NSU09,12342.786504825548,0.0,0.0,0.0,,,
2022-08-10 23:45:00,NSU,NSU09,12347.289836925227,0.0,0.0,0.0,,,
2022-08-10 23:50:00,NSU,NSU09,12362.37792396005,0.0,0.0,0.0,,,
2022-08-10 23:55:00,NSU,NSU09,12367.997466580164,0.0,0.0,0.0,,,
2022-08-11 00:00:00,NSU,NSU09,12375.233589954005,0.0,0.0,0.0,,,
2022-08-11 00:05:00,NSU,NSU09,12369.921967477461,0.0,0.0,0.0,,,
