time,building,meter,avgVoltage,currentA,currentB,currentC,powerA,powerB,powerC
2022-08-12 07:10:00,NBN,NBN01,,,,,(55.13333333333333+31.066666666666663j),(53.2+33.13333333333333j),(161.13333333333333+97.2j)
2022-08-12 07:15:00,NBN,NBN01,,,,,(52.13333333333333+29.8j),(50.73333333333333+32.2j),(152.4+94.53333333333332j)
2022-08-12 07:20:00,NBN,NBN01,,,,,(55.266666666666666+32.4j),(54.06666666666667+34.733333333333334j),(162.6+102.33333333333331j)
2022-08-12 07:25:00,NBN,NBN01,,,,,(50.2+27.6j),(49+30.266666666666666j),(146.93333333333334+88.6j)
2022-08-12 07:30:00,NBN,NBN01,,,,,(54.6+31.53333333333333j),(54+33.46666666666667j),(161.46666666666667+99.86666666666666j)
2022-08-12 07:35:00,NBN,NBN01,,,,,(56.06666666666667+32.733333333333334j),(54.333333333333336+34.4j),(164.53333333333333+102j)
2022-08-12 07:40:00,NBN,NBN01,,,,,(49.4+27.2j),(47.73333333333333+30.133333333333333j),(143.2+87.53333333333333j)
2022-08-12 07:45:00,NBN,NBN01,,,,,(50.8+29.266666666666666j),(49.46666666666667+31.6j),(148.26666666666668+93.13333333333334j)
2022-08-12 07:50:00,NBN,NBN01,,,,,(58.06666666666667+35.266666666666666j),(57.06666666666667+36.8j),(171.86666666666667+109.93333333333334j)
2022-08-12 07:55:00,NBN,NBN01,,,,,(49.8+27.4j),(48.13333333333333+30.133333333333333j),(144.66666666666666+87.73333333333333j)
2022-08-12 08:00:00,NBN,NBN01,,,,,(54.6+32.4j),(52.86666666666667+34j),(160.06666666666666+100.6j)
2022-08-12 08:05:00,NBN,NBN01,,,,,(52.333333333333336+29.8j),(51.13333333333333+31.8j),(153.93333333333334+94.33333333333331j)
2022-08-12 08:10:00,NBN,NBN01,,,,,(52.93333333333333+30.33333333333333j),(51.53333333333333+32.2j),(155.06666666666666+95.6j)
2022-08-12 08:15:00,NBN,NBN01,,,,,(52.266666666666666+29.73333333333333j),(50.66666666666666+31.866666666666667j),(152.73333333333332+94j)
2022-08-12 08:20:00,NBN,NBN01,,,,,(50.93333333333333+28.933333333333334j),(49.46666666666667+31.133333333333333j),(149.06666666666666+91.33333333333331j)
2022-08-12 08:25:00,NBN,NBN01,,,,,(56.4+32.93333333333333j),(54.4+34.86666666666667j),(165.06666666666666+103.13333333333334j)
2022-08-12 08:30:00,NBN,NBN01,,,,,(50.06666666666667+28j),(47.93333333333333+30j),(145.73333333333332+87.73333333333333j)
2022-08-12 08:35:00,NBN,NBN01,,,,,(56.266666666666666+33.06666666666667j),(54.86666666666667+35j),(165.6+103.8j)
2022-08-12 08:40:00,NBN,NBN01,,,,,(49.6+27.53333333333333j),(48.06666666666667+29.8j),(144.6+87.66666666666667j)
2022-08-12 08:45:00,NBN,NBN01,,,,,(54.86666666666667+32.2j),(54.06666666666667+33.8j),(162.46666666666667+100.93333333333334j)
2022-08-12 08:50:00,NBN,NBN01,,,,,(47.2+25.6j),(45.73333333333333+28.6j),(137.53333333333333+82.8j)
2022-08-12 08:55:00,NBN,NBN01,,,,,(55.2+32.86666666666667j),(53.13333333333333+34.13333333333333j),(161.93333333333334+101.66666666666669j)
2022-08-12 09:00:00,NBN,NBN01,,,,,(47.13333333333333+25.8j),(45.4+27.933333333333334j),(137.46666666666667+81.4j)
2022-08-12 09:05:00,NBN,NBN01,,,,,(56.53333333333333+33.46666666666667j),(55+35.266666666666666j),(166.13333333333333+104.8j)
2022-08-12 09:10:00,NBN,NBN01,,,,,(48.4+26.066666666666663j),(46.2+28.666666666666668j),(140.2+83.13333333333334j)
2022-08-12 09:15:00,NBN,NBN01,,,,,(55.266666666666666+32.06666666666667j),(52.4+34.53333333333333j),(159.8+101.26666666666668j)
2022-08-12 09:20:00,NBN,NBN01,,,,,(52.8+29j),(50.06666666666667+31j),(152.8+91.73333333333332j)
2022-08-12 09:25:00,NBN,NBN01,,,,,(53+29.866666666666667j),(51.13333333333333+32.46666666666667j),(154.46666666666667+95.53333333333332j)
2022-08-12 09:30:00,NBN,NBN01,,,,,(53+30j),(51.06666666666667+32.86666666666667j),(153.86666666666667+95.93333333333334j)
2022-08-12 09:35:00,NBN,NBN01,,,,,(53.2+30.133333333333333j),(50.93333333333333+33.06666666666667j),(153.8+96.4j)
2022-08-12 09:40:00,NBN,NBN01,,,,,(55.2+31.4j),(52.2+33.266666666666666j),(159.53333333333333+98.2j)
2022-08-12 09:45:00,NBN,NBN01,,,,,(52.06666666666667+29.133333333333333j),(49.8+31.6j),(150.13333333333333+92.93333333333334j)
2022-08-12 09:50:00,NBN,NBN01,,,,,(55.06666666666667+30.933333333333334j),(52.73333333333333+33.46666666666667j),(159.46666666666667+98.6j)
2022-08-12 09:55:00,NBN,NBN01,,,,,(49.73333333333333+26.933333333333334j),(47.66666666666666+30j),(143.2+87.4j)
2022-08-12 10:00:00,NBN,NBN01,,,,,(56.13333333333333+32.06666666666667j),(54.93333333333333+34.266666666666666j),(164.66666666666666+101.73333333333332j)
2022-08-12 10:05:00,NBN,NBN01,,,,,(53.4+29.2j),(50.13333333333333+31.4j),(153.46666666666667+91.86666666666666j)
2022-08-12 10:10:00,NBN,NBN01,,,,,(56.4+31.066666666666663j),(53.86666666666667+33.8j),(163.33333333333334+99.06666666666666j)
2022-08-12 10:15:00,NBN,NBN01,,,,,(55.06666666666667+30.266666666666666j),(52.66666666666666+33.46666666666667j),(158.66666666666666+97.06666666666666j)
2022-08-12 10:20:00,NBN,NBN01,,,,,(51.13333333333333+27.133333333333333j),(48.53333333333333+30.2j),(146.73333333333332+87.6j)
2022-08-12 10:25:00,NBN,NBN01,,,,,(54.266666666666666+30.73333333333333j),(51.66666666666666+32.93333333333333j),(156.86666666666667+97.26666666666668j)
2022-08-12 10:30:00,NBN,NBN01,,,,,(53+28.53333333333333j),(50.266666666666666+31.33333333333333j),(152.2+92.13333333333334j)
2022-08-12 10:35:00,NBN,NBN01,,,,,(55.333333333333336+29.6j),(51.333333333333336+31.266666666666666j),(157.86666666666667+92.86666666666666j)
2022-08-12 10:40:00,NBN,NBN01,,,,,(52.93333333333333+28.066666666666663j),(49.53333333333333+31.066666666666663j),(150.2+90.2j)
2022-08-12 10:45:00,NBN,NBN01,,,,,(56.2+30.8j),(53.66666666666666+33.46666666666667j),(161.33333333333334+98.53333333333332j)
2022-08-12 10:50:00,NBN,NBN01,,,,,(50.53333333333333+26.266666666666666j),(47.66666666666666+29.133333333333333j),(143.8+84.6j)
2022-08-12 10:55:00,NBN,NBN01,,,,,(58.266666666666666+32.666666666666664j),(55.4+34.86666666666667j),(167.4+102.86666666666666j)
2022-08-12 11:00:00,NBN,NBN01,,,,,(56.46666666666667+29.933333333333334j),(52.86666666666667+32.4j),(160.73333333333332+94.33333333333331j)
2022-08-12 11:05:00,NBN,NBN01,,,,,(50.13333333333333+25.933333333333334j),(47.46666666666667+28.866666666666667j),(143.2+83.26666666666667j)
2022-08-12 11:10:00,NBN,NBN01,,,,,(55+30.73333333333333j),(53.6+32.6j),(160.66666666666666+97j)
2022-08-12 11:15:00,NBN,NBN01,,,,,(51.6+27.6j),(50.13333333333333+29.933333333333334j),(150.06666666666666+88.26666666666667j)
2022-08-12 11:20:00,NBN,NBN01,,,,,(56.73333333333333+30.866666666666667j),(54+32.86666666666667j),(163.26666666666668+97j)
2022-08-12 11:25:00,NBN,NBN01,,,,,(53.73333333333333+27.73333333333333j),(50.86666666666667+30.6j),(153.46666666666667+89.4j)
2022-08-12 11:30:00,NBN,NBN01,,,,,(58.53333333333333+32.266666666666666j),(54.53333333333333+33.93333333333333j),(166.86666666666667+99.86666666666666j)
2022-08-12 11:35:00,NBN,NBN01,,,,,(51.86666666666667+26.866666666666667j),(48.6+29.266666666666666j),(147.2+85.53333333333333j)
2022-08-12 11:40:00,NBN,NBN01,,,,,(59.6+33.333333333333336j),(56.4+35.06666666666667j),(171.66666666666666+104.06666666666666j)
2022-08-12 11:45:00,NBN,NBN01,,,,,(53.333333333333336+27.73333333333333j),(49.93333333333333+30.33333333333333j),(151.73333333333332+88j)
2022-08-12 11:50:00,NBN,NBN01,,,,,(57.73333333333333+31.466666666666665j),(55.06666666666667+33.2j),(166.6+99.4j)
2022-08-12 11:55:00,NBN,NBN01,,,,,(53.2+28.066666666666663j),(49.73333333333333+30.866666666666667j),(151.06666666666666+89.66666666666667j)
2022-08-12 12:00:00,NBN,NBN01,,,,,(58.73333333333333+32.46666666666667j),(54.73333333333333+34.266666666666666j),(168.13333333333333+100.6j)
2022-08-12 12:05:00,NBN,NBN01,,,,,(53.2+28.53333333333333j),(50.4+31.6j),(151.93333333333334+91j)
2022-08-12 12:10:00,NBN,NBN01,,,,,(58.8+34.53333333333333j),(56.73333333333333+37j),(170.93333333333334+107.86666666666666j)
2022-08-12 12:15:00,NBN,NBN01,,,,,(59.266666666666666+34.8j),(57.2+37.46666666666667j),(172.2+109.53333333333332j)
2022-08-12 12:20:00,NBN,NBN01,,,,,(54.93333333333333+30.266666666666666j),(51.6+33.46666666666667j),(156.53333333333333+96.2j)
2022-08-12 12:25:00,NBN,NBN01,,,,,(62.46666666666667+35.4j),(58.06666666666667+37.86666666666667j),(178.06666666666666+110.2j)
2022-08-12 12:30:00,NBN,NBN01,,,,,(60.266666666666666+33.733333333333334j),(56.86666666666667+36j),(173.33333333333334+105.6j)
2022-08-12 12:35:00,NBN,NBN01,,,,,(62.8+36.06666666666667j),(59.46666666666667+39.06666666666667j),(180.6+114.2j)
2022-08-12 12:40:00,NBN,NBN01,,,,,(56.2+32.2j),(52.8+36.2j),(159.93333333333334+103.73333333333332j)
2022-08-12 12:45:00,NBN,NBN01,,,,,(60.266666666666666+34.8j),(56.2+38.13333333333333j),(172.13333333333333+109.33333333333331j)
2022-08-12 12:50:00,NBN,NBN01,,,,,(64.33333333333333+38.53333333333333j),(60.73333333333333+42.4j),(184.3333333333333+121.86666666666666j)
2022-08-12 12:55:00,NBN,NBN01,,,,,(60.46666666666667+34.733333333333334j),(56.2+38.66666666666666j),(171.6+110.73333333333332j)
2022-08-12 13:00:00,NBN,NBN01,,,,,(63.06666666666667+36.46666666666667j),(58.66666666666666+40.86666666666667j),(178.66666666666666+116.26666666666668j)
2022-08-12 13:05:00,NBN,NBN01,,,,,(61.6+36.66666666666666j),(57.73333333333333+41j),(175+117.26666666666668j)
2022-08-12 13:10:00,NBN,NBN01,,,,,(63.06666666666667+36.6j),(58.13333333333333+40.06666666666667j),(178.86666666666667+114.93333333333334j)
2022-08-12 13:15:00,NBN,NBN01,,,,,(61.66666666666666+37.53333333333333j),(57.2+42.06666666666667j),(174.26666666666668+119.73333333333332j)
