time,building,gld_object,property,complex_value,double_value,anomaly
2022-08-10 20:55:00,main,msource,measured_power_C,(37.800356597561425-6.799343228892594j),N/A,0
2022-08-10 21:00:00,main,msource,measured_voltage_A,(12470.548623464409+0.11494027700909491j),N/A,0
2022-08-10 21:00:00,main,msource,measured_voltage_B,(-6235.240987816746-10799.844324257188j),N/A,0
2022-08-10 21:00:00,main,msource,measured_voltage_C,(-6235.361743192629+10799.906950940962j),N/A,0
2022-08-10 21:00:00,main,msource,measured_current_A,(0.004111073986651226-0.0014114026734846075j),N/A,0
2022-08-10 21:00:00,main,msource,measured_current_B,(-0.0024075779947452247-0.0016039120964705944j),N/A,0
2022-08-10 21:00:00,main,msource,measured_current_C,(-0.0020317747839726508+0.0024072505766525865j),N/A,0
2022-08-10 21:00:00,main,msource,measured_power_A,(51.26718581817952+17.601438194960288j),N/A,0
2022-08-10 21:00:00,main,msource,measured_power_B,(32.333829945876474+16.00068909698718j),N/A,0
2022-08-10 21:00:00,main,msource,measured_power_C,(38.66693299421344-6.932900460234869j),N/A,0
2022-08-10 21:05:00,main,msource,measured_voltage_A,(12470.548436878345+0.11470783281330509j),N/A,0
2022-08-10 21:05:00,main,msource,measured_voltage_B,(-6235.241364531212-10799.843941429517j),N/A,0
2022-08-10 21:05:00,main,msource,measured_voltage_C,(-6235.361456870234+10799.906771293132j),N/A,0
2022-08-10 21:05:00,main,msource,measured_current_A,(0.004030861708304023-0.0013632773682159538j),N/A,0
2022-08-10 21:05:00,main,msource,measured_current_B,(-0.002364768079132773-0.001529815563117154j),N/A,0
2022-08-10 21:05:00,main,msource,measured_current_C,(-0.001984162736334838+0.0022927542886463925j),N/A,0
2022-08-10 21:05:00,main,msource,measured_power_A,(50.266899797171085+17.001278824648015j),N/A,0
2022-08-10 21:05:00,main,msource,measured_power_B,(31.266669085367063+16.00035693305631j),N/A,0
2022-08-10 21:05:00,main,msource,measured_power_C,(37.13350441716397-7.132620849990477j),N/A,0
2022-08-10 21:10:00,main,msource,measured_voltage_A,(12470.54849211622+0.11456845378607639j),N/A,0
2022-08-10 21:10:00,main,msource,measured_voltage_B,(-6235.240857760661-10799.844593902819j),N/A,0
2022-08-10 21:10:00,main,msource,measured_voltage_C,(-6235.361601344827+10799.906915990388j),N/A,0
2022-08-10 21:10:00,main,msource,measured_current_A,(0.004244682846460401-0.0011922003485820287j),N/A,0
2022-08-10 21:10:00,main,msource,measured_current_B,(-0.0024318796931765974-0.0018491482478566468j),N/A,0
2022-08-10 21:10:00,main,msource,measured_current_C,(-0.002086962922476232+0.0024494511308148503j),N/A,0
2022-08-10 21:10:00,main,msource,measured_power_A,(52.933386681887804+14.867878566060583j),N/A,0
2022-08-10 21:10:00,main,msource,measured_power_B,(35.133869331992656+14.73403805028302j),N/A,0
2022-08-10 21:10:00,main,msource,measured_power_C,(39.466812678306454-7.265791774412987j),N/A,0
2022-08-10 21:15:00,main,msource,measured_voltage_A,(12470.54814773804+0.11483314416717166j),N/A,0
2022-08-10 21:15:00,main,msource,measured_voltage_B,(-6235.240935785929-10799.84415110775j),N/A,0
2022-08-10 21:15:00,main,msource,measured_voltage_C,(-6235.361510785795+10799.906744515158j),N/A,0
2022-08-10 21:15:00,main,msource,measured_current_A,(0.00421796091387705-0.0012029132179236512j),N/A,0
2022-08-10 21:15:00,main,msource,measured_current_B,(-0.002409751687082462-0.0018001719581661746j),N/A,0
2022-08-10 21:15:00,main,msource,measured_current_C,(-0.002124561433447525+0.0023969005269464105j),N/A,0
2022-08-10 21:15:00,main,msource,measured_power_A,(52.600146527473925+15.00147156338111j),N/A,0
2022-08-10 21:15:00,main,msource,measured_power_B,(34.466958957764916+14.800436778347917j),N/A,0
2022-08-10 21:15:00,main,msource,measured_power_C,(39.13371075631907-7.999524063322879j),N/A,0
2022-08-10 21:20:00,main,msource,measured_voltage_A,(12470.547843595217+0.11458392502769232j),N/A,0
2022-08-10 21:20:00,main,msource,measured_voltage_B,(-6235.241436514097-10799.844017314468j),N/A,0
2022-08-10 21:20:00,main,msource,measured_voltage_C,(-6235.361333423394+10799.906666824052j),N/A,0
2022-08-10 21:20:00,main,msource,measured_current_A,(0.004153830487213517-0.0012189274643803483j),N/A,0
2022-08-10 21:20:00,main,msource,measured_current_B,(-0.002351662260480225-0.0017102138372138143j),N/A,0
2022-08-10 21:20:00,main,msource,measured_current_C,(-0.002087845132336952+0.0023440134100383148j),N/A,0
2022-08-10 21:20:00,main,msource,measured_power_A,(51.8004021554874+15.201169224628462j),N/A,0
2022-08-10 21:20:00,main,msource,measured_power_B,(33.133224649394734+14.73398941149623j),N/A,0
2022-08-10 21:20:00,main,msource,measured_power_C,(38.333594862547855-7.932761982043166j),N/A,0
2022-08-10 21:25:00,main,msource,measured_voltage_A,(12470.5482162996+0.11455885248989561j),N/A,0
2022-08-10 21:25:00,main,msource,measured_voltage_B,(-6235.2411282489165-10799.844191817445j),N/A,0
2022-08-10 21:25:00,main,msource,measured_voltage_C,(-6235.361565432775+10799.906804369184j),N/A,0
2022-08-10 21:25:00,main,msource,measured_current_A,(0.004191213106713443-0.0012349915280707169j),N/A,0
2022-08-10 21:25:00,main,msource,measured_current_B,(-0.002381793819949962-0.0017730872059473768j),N/A,0
2022-08-10 21:25:00,main,msource,measured_current_C,(-0.0020748575479956344+0.002407059582765214j),N/A,0
2022-08-10 21:25:00,main,msource,measured_power_A,(52.26658365284454+15.401501538091441j),N/A,0
2022-08-10 21:25:00,main,msource,measured_power_B,(34.000124347897696+14.667375881998243j),N/A,0
2022-08-10 21:25:00,main,msource,measured_power_C,(38.93350617494815-7.399381342613944j),N/A,0
2022-08-10 21:30:00,main,msource,measured_voltage_A,(12470.548550500134+0.11479684869896749j),N/A,0
2022-08-10 21:30:00,main,msource,measured_voltage_B,(-6235.241008934581-10799.843660415143j),N/A,0
2022-08-10 21:30:00,main,msource,measured_voltage_C,(-6235.3614602455345+10799.906518663372j),N/A,0
2022-08-10 21:30:00,main,msource,measured_current_A,(0.004116406235321612-0.001299119067321719j),N/A,0
2022-08-10 21:30:00,main,msource,measured_current_B,(-0.002282695277244784-0.0015587011148454621j),N/A,0
2022-08-10 21:30:00,main,msource,measured_current_C,(-0.002082997525576502+0.0023036045604385436j),N/A,0
2022-08-10 21:30:00,main,msource,measured_power_A,(51.33369467638463+16.201199952379728j),N/A,0
2022-08-10 21:30:00,main,msource,measured_power_B,(31.066883557223747+14.93387500665519j),N/A,0
2022-08-10 21:30:00,main,msource,measured_power_C,(37.86695640146943-8.13237145902899j),N/A,0
2022-08-10 21:35:00,main,msource,measured_voltage_A,(12470.547971232349+0.11447500712049001j),N/A,0
2022-08-10 21:35:00,main,msource,measured_voltage_B,(-6235.241650305721-10799.843657472682j),N/A,0
2022-08-10 21:35:00,main,msource,measured_voltage_C,(-6235.361186309799+10799.906551140346j),N/A,0
2022-08-10 21:35:00,main,msource,measured_current_A,(0.004078985586797312-0.0012937853918759679j),N/A,0
2022-08-10 21:35:00,main,msource,measured_current_B,(-0.002252254489576444-0.0015701334632467479j),N/A,0
2022-08-10 21:35:00,main,msource,measured_current_C,(-0.0020564766600728035+0.002300366759300232j),N/A,0
2022-08-10 21:35:00,main,msource,measured_power_A,(50.86703732802927+16.134679735772995j),N/A,0
2022-08-10 21:35:00,main,msource,measured_power_B,(31.000546924926102+14.533834797691641j),N/A,0
2022-08-10 21:35:00,main,msource,measured_power_C,(37.666620780562035-7.866138148169567j),N/A,0
2022-08-10 21:40:00,main,msource,measured_voltage_A,(12470.547727638788+0.11450547764027745j),N/A,0
2022-08-10 21:40:00,main,msource,measured_voltage_B,(-6235.241594094626-10799.843437644822j),N/A,0
2022-08-10 21:40:00,main,msource,measured_voltage_C,(-6235.361062353272+10799.906614976753j),N/A,0
2022-08-10 21:40:00,main,msource,measured_current_A,(0.003972070491270463-0.0012510078627181453j),N/A,0
2022-08-10 21:40:00,main,msource,measured_current_B,(-0.0022468975657830015-0.0015608475223416463j),N/A,0
2022-08-10 21:40:00,main,msource,measured_current_C,(-0.00196152541320771+0.002274937287438661j),N/A,0
2022-08-10 21:40:00,main,msource,measured_power_A,(49.53375139168111+15.601208083506847j),N/A,0
2022-08-10 21:40:00,main,msource,measured_power_B,(30.866858031165744+14.5338805375375j),N/A,0
2022-08-10 21:40:00,main,msource,measured_power_C,(36.79992944359783-6.999235904156356j),N/A,0
2022-08-10 21:45:00,main,msource,measured_voltage_A,(12470.548762101536+0.11390941693784017j),N/A,0
2022-08-10 21:45:00,main,msource,measured_voltage_B,(-6235.24117580383-10799.84394088549j),N/A,0
2022-08-10 21:45:00,main,msource,measured_voltage_C,(-6235.360887870623+10799.90712702478j),N/A,0
2022-08-10 21:45:00,main,msource,measured_current_A,(0.0036619875025400983-0.0012723811231019067j),N/A,0
2022-08-10 21:45:00,main,msource,measured_current_B,(-0.0021247706172289327-0.0012424879969330505j),N/A,0
2022-08-10 21:45:00,main,msource,measured_current_C,(-0.0017251295503228903+0.0020472361939027905j),N/A,0
2022-08-10 21:45:00,main,msource,measured_power_A,(45.666848780440866+15.867707974481092j),N/A,0
2022-08-10 21:45:00,main,msource,measured_power_B,(26.667133706984313+15.199978757332431j),N/A,0
2022-08-10 21:45:00,main,msource,measured_power_C,(32.86676608582702-5.86598243387866j),N/A,0
2022-08-10 21:50:00,main,msource,measured_voltage_A,(12470.547955572438+0.11423522867686807j),N/A,0
2022-08-10 21:50:00,main,msource,measured_voltage_B,(-6235.241710826735-10799.843745255972j),N/A,0
2022-08-10 21:50:00,main,msource,measured_voltage_C,(-6235.360962017241+10799.90678553557j),N/A,0
2022-08-10 21:50:00,main,msource,measured_current_A,(0.004025504036636596-0.0012723908147938001j),N/A,0
2022-08-10 21:50:00,main,msource,measured_current_B,(-0.0022654148779110983-0.0015501882444368675j),N/A,0
2022-08-10 21:50:00,main,msource,measured_current_C,(-0.0019729213818209246+0.0023054144548950717j),N/A,0
2022-08-10 21:50:00,main,msource,measured_power_A,(50.2000957823714+15.867870528490137j),N/A,0
2022-08-10 21:50:00,main,msource,measured_power_B,(30.867200154729574+14.80032829827197j),N/A,0
2022-08-10 21:50:00,main,msource,measured_power_C,(37.20013818022838-6.932275725533028j),N/A,0
2022-08-10 21:55:00,main,msource,measured_voltage_A,(12470.547552515496+0.11403602737198958j),N/A,0
2022-08-10 21:55:00,main,msource,measured_voltage_B,(-6235.242490179135-10799.84303637411j),N/A,0
2022-08-10 21:55:00,main,msource,measured_voltage_C,(-6235.36071519474+10799.90688930055j),N/A,0
2022-08-10 21:55:00,main,msource,measured_current_A,(0.003806349973822787-0.0014060479366917455j),N/A,0
2022-08-10 21:55:00,main,msource,measured_current_B,(-0.002224005584139377-0.0013395037967711687j),N/A,0
2022-08-10 21:55:00,main,msource,measured_current_C,(-0.0018742412066785619+0.0021771938918391243j),N/A,0
2022-08-10 21:55:00,main,msource,measured_power_A,(47.467108009952184+17.534621716660514j),N/A,0
2022-08-10 21:55:00,main,msource,measured_power_B,(28.3336448683773+15.666780231340917j),N/A,0
2022-08-10 21:55:00,main,msource,measured_power_C,(35.20006130273912-6.6660412576831565j),N/A,0
2022-08-10 22:00:00,main,msource,measured_voltage_A,(12470.546853693475+0.11429033358837244j),N/A,0
2022-08-10 22:00:00,main,msource,measured_voltage_B,(-6235.242466375364-10799.842950396538j),N/A,0
2022-08-10 22:00:00,main,msource,measured_voltage_C,(-6235.360898192885+10799.906524870521j),N/A,0
2022-08-10 22:00:00,main,msource,measured_current_A,(0.003843783312473814-0.0014006622647833034j),N/A,0
2022-08-10 22:00:00,main,msource,measured_current_B,(-0.002222959665232338-0.0014017950888955966j),N/A,0
2022-08-10 22:00:00,main,msource,measured_current_C,(-0.0019116578187095001+0.002242004484287463j),N/A,0
2022-08-10 22:00:00,main,msource,measured_power_A,(47.93391981149232+17.467463706457625j),N/A,0
2022-08-10 22:00:00,main,msource,measured_power_B,(28.999859314405832+15.267083002137063j),N/A,0
2022-08-10 22:00:00,main,msource,measured_power_C,(36.13331527215106-6.666018654701325j),N/A,0
2022-08-10 22:05:00,main,msource,measured_voltage_A,(12470.546408388993+0.11461712842077067j),N/A,0
2022-08-10 22:05:00,main,msource,measured_voltage_B,(-6235.242532552789-10799.842653770029j),N/A,0
2022-08-10 22:05:00,main,msource,measured_voltage_C,(-6235.360977278072+10799.906152795256j),N/A,0
2022-08-10 22:05:00,main,msource,measured_current_A,(0.0037582277799541597-0.0014220633091921453j),N/A,0
2022-08-10 22:05:00,main,msource,measured_current_B,(-0.0021919368009548634-0.0012839700502809137j),N/A,0
2022-08-10 22:05:00,main,msource,measured_current_C,(-0.0018740774976322427+0.002134102032869123j),N/A,0
2022-08-10 22:05:00,main,msource,measured_power_A,(46.866990950402155+17.734337250223962j),N/A,0
2022-08-10 22:05:00,main,msource,measured_power_B,(27.533932085168523+15.666707889285064j),N/A,0
2022-08-10 22:05:00,main,msource,measured_power_C,(34.73365137260713-6.93296456021166j),N/A,0
2022-08-10 22:10:00,main,msource,measured_voltage_A,(12470.546163020766+0.11401370407859834j),N/A,0
2022-08-10 22:10:00,main,msource,measured_voltage_B,(-6235.24367649893-10799.842249144485j),N/A,0
2022-08-10 22:10:00,main,msource,measured_voltage_C,(-6235.360252521906+10799.906547688655j),N/A,0
2022-08-10 22:10:00,main,msource,measured_current_A,(0.003870475573375387-0.0013953403121824692j),N/A,0
2022-08-10 22:10:00,main,msource,measured_current_B,(-0.002216202119598165-0.0013686621969100088j),N/A,0
2022-08-10 22:10:00,main,msource,measured_current_C,(-0.0019195340428268537+0.002212809704360552j),N/A,0
2022-08-10 22:10:00,main,msource,measured_power_A,(48.2667852227046+17.401097063451957j),N/A,0
2022-08-10 22:10:00,main,msource,measured_power_B,(28.599896071063604+15.400690975333557j),N/A,0
2022-08-10 22:10:00,main,msource,measured_power_C,(35.86712428891777-6.933122600672478j),N/A,0
2022-08-10 22:15:00,main,msource,measured_voltage_A,(12470.546594016629+0.11419230749446227j),N/A,0
2022-08-10 22:15:00,main,msource,measured_voltage_B,(-6235.243120592455-10799.842383623904j),N/A,0
2022-08-10 22:15:00,main,msource,measured_voltage_C,(-6235.360409081302+10799.906327978168j),N/A,0
2022-08-10 22:15:00,main,msource,measured_current_A,(0.0038918680486665913-0.0013472473922582218j),N/A,0
2022-08-10 22:15:00,main,msource,measured_current_B,(-0.002230453901574947-0.0014468696463154629j),N/A,0
2022-08-10 22:15:00,main,msource,measured_current_C,(-0.001912403604364954+0.0022539552446687594j),N/A,0
2022-08-10 22:15:00,main,msource,measured_power_A,(48.53356799337281+16.801355800216495j),N/A,0
2022-08-10 22:15:00,main,msource,measured_power_B,(29.53338647545045+15.066966572365882j),N/A,0
2022-08-10 22:15:00,main,msource,measured_power_C,(36.26703123071933-6.599556491980579j),N/A,0
2022-08-10 22:20:00,main,msource,measured_voltage_A,(12470.545712503961+0.11474238007301582j),N/A,0
2022-08-10 22:20:00,main,msource,measured_voltage_B,(-6235.242986757167-10799.842194333929j),N/A,0
2022-08-10 22:20:00,main,msource,measured_voltage_C,(-6235.360658729727+10799.90582192586j),N/A,0
2022-08-10 22:20:00,main,msource,measured_current_A,(0.003795644848425539-0.001384647153601648j),N/A,0
2022-08-10 22:20:00,main,msource,measured_current_B,(-0.002174856490455568-0.0013184762792661786j),N/A,0
2022-08-10 22:20:00,main,msource,measured_current_C,(-0.001875478119472973+0.002157948983949609j),N/A,0
2022-08-10 22:20:00,main,msource,measured_power_A,(47.33360371301089+17.267741146001665j),N/A,0
2022-08-10 22:20:00,main,msource,measured_power_B,(27.800094432363665+15.26708691874292j),N/A,0
2022-08-10 22:20:00,main,msource,measured_power_C,(34.99992827764657-6.799396863325546j),N/A,0
2022-08-10 22:25:00,main,msource,measured_voltage_A,(12470.545896568745+0.1141416595518178j),N/A,0
